name,instance_cost,api_calls
psf__requests-5414,0.22213399999999997,14
astropy__astropy-14369,0.26396200000000003,19
sympy__sympy-13031,0.5814163999999999,40
matplotlib__matplotlib-21568,0.21373499999999998,15
django__django-15503,0.49193480000000006,34
django__django-11119,0.044802,6
django__django-16429,0.048013999999999994,4
scikit-learn__scikit-learn-11578,0.10835,8
django__django-11276,0.242841,22
django__django-15252,0.40732959999999996,26
django__django-14631,0.2897139999999999,24
scikit-learn__scikit-learn-13135,0.084608,7
django__django-11749,0.29614260000000003,18
sympy__sympy-22456,1.4130979999999997,99
scikit-learn__scikit-learn-11310,0.09733599999999999,8
mwaskom__seaborn-3069,0.5939882000000002,45
django__django-16938,0.058589999999999996,4
django__django-13590,0.27406280000000005,22
pydata__xarray-7233,0.09537999999999999,8
django__django-11815,0.042922,5
sphinx-doc__sphinx-9658,0.3294395999999999,25
django__django-17084,0.13357200000000002,11
scikit-learn__scikit-learn-15100,0.18601,14
django__django-16082,0.033965999999999996,5
django__django-15127,0.035002,5
sympy__sympy-18199,0.24562219999999996,20
astropy__astropy-13033,0.120656,8
django__django-11163,0.037064,5
psf__requests-1142,0.1101664,11
pytest-dev__pytest-7521,0.17322980000000002,17
django__django-13741,0.11229399999999998,12
django__django-15629,0.2636132,19
sympy__sympy-23413,0.16407259999999999,13
django__django-16256,0.087548,7
pydata__xarray-3677,0.2449024,21
sphinx-doc__sphinx-8459,0.16767120000000005,15
scikit-learn__scikit-learn-13779,0.04196,5
django__django-15467,0.045882,5
matplotlib__matplotlib-24177,0.5833846000000003,51
sympy__sympy-12489,0.4468513999999999,38
django__django-13925,0.166816,13
scikit-learn__scikit-learn-12973,0.07758599999999999,7
sympy__sympy-13877,0.09181799999999998,7
django__django-14170,0.09958999999999998,11
django__django-11133,0.101338,10
django__django-16595,0.06021,6
matplotlib__matplotlib-23476,0.3476736000000001,31
django__django-11066,0.024976,4
django__django-16502,0.3841684000000001,31
django__django-16612,0.083844,9
