name,instance_cost,api_calls
scikit-learn__scikit-learn-12973,0.20771440000000002,16
django__django-11749,0.4014793999999999,30
django__django-15127,0.39116739999999994,35
django__django-11119,0.22276820000000003,21
django__django-16612,0.3214488,28
psf__requests-5414,0.568529,42
django__django-16429,0.10459600000000001,6
pytest-dev__pytest-7521,0.30630339999999995,32
mwaskom__seaborn-3069,0.8096107999999999,57
sympy__sympy-23413,0.48789360000000015,33
django__django-13590,0.44220079999999995,28
django__django-15629,0.4037896000000001,32
sympy__sympy-13031,1.5979143999999996,84
astropy__astropy-14369,0.5199921999999999,36
sphinx-doc__sphinx-9658,0.5989786,39
django__django-15503,0.7469596000000002,40
pydata__xarray-7233,0.193116,12
django__django-11133,0.2479268,17
matplotlib__matplotlib-21568,0.6016935999999999,43
psf__requests-1142,0.7470704000000001,60
pydata__xarray-3677,0.4899897999999999,39
django__django-16595,0.1407584,10
django__django-17084,0.3110344,23
sympy__sympy-12489,0.4995612,37
django__django-16938,0.21174979999999996,15
scikit-learn__scikit-learn-15100,0.40838440000000004,23
matplotlib__matplotlib-23476,0.5929447999999999,40
django__django-16502,0.6175574,31
django__django-14631,0.45770120000000003,40
sympy__sympy-13877,0.32436020000000004,28
scikit-learn__scikit-learn-13779,0.39458879999999996,33
matplotlib__matplotlib-24177,0.7296487999999998,47
django__django-15252,0.7695107999999999,32
django__django-11066,0.10614400000000002,9
django__django-14170,0.3437274,29
django__django-16082,0.17168999999999998,14
django__django-15467,0.461633,34
django__django-16256,0.4549385999999999,36
django__django-13741,0.2536706,25
django__django-11815,0.3856942,30
django__django-13925,0.8304641999999999,48
django__django-11276,0.27927859999999993,22
scikit-learn__scikit-learn-13135,0.15339799999999998,10
sympy__sympy-22456,1.1308569999999998,71
sympy__sympy-18199,0.33860179999999995,30
astropy__astropy-13033,0.26993019999999995,18
scikit-learn__scikit-learn-11578,0.2240902,13
django__django-11163,0.31139079999999997,26
scikit-learn__scikit-learn-11310,0.3693092,38
sphinx-doc__sphinx-8459,0.31607379999999996,26
